228,Q787127,BAFTA Award for Best Special Visual Effects,en
229,Q970871,2011 European Trophy,en
230,Q3639228,chemical weapon,en
231,Q4118,sulfuric acid,en
232,Q178540,Pre-Socratic philosophy,en
233,Q734463,Expo 2000,en
234,Q2632,Ringo Starr,en
235,Q1313340,names inscribed under the Arc de Triomphe,en
236,Q14889,Schwabach,en
237,Q102585,Johann Gottlieb Fichte,en
238,Q171128,Diego Rivera,en
239,Q26106,Grey Partridge,en
240,Q2540,Christian Wulff,en
241,Q46242,Hofburg Palace,en
242,Q47131,Ku Klux Klan,en
243,Q11416,gambling,en
244,Q10920,Anonymous,en
245,Q487965,industrial music,en
246,Q6223,fascism,en
247,Q165980,University of Vienna,en
248,Q64026670,ice hockey at the 2022 Winter Olympics – men's qualification,en
249,Q55612707,Global Compact on Migration,en
250,Q380682,Aegis Combat System,en
251,Q193506,Cato the Younger,en
252,Q2665,June 24,en
253,Q9415,emotion,en
254,Q3038,Heligoland,en
255,Q190444,rare earth element,en
256,Q192814,Harley-Davidson,en
257,Q241864,UEFA Euro 2008,en
258,Q57584,Curd Jürgens,en
259,Q226730,silent film,en
260,Q169276,Allgäu,en
261,Q290549,National Museum of Capodimonte,en
262,Q257428,Pinkafeld,en
263,Q3521099,The Grand Budapest Hotel,en
264,Q155547,Johann Gottfried Herder,en
265,Q131215,SK Rapid Wien,en
266,Q192914,cult of personality,en
267,Q2501,April 11,en
268,Q485508,Charles Manson,en
269,Q7690,1772,en
270,Q219640,Vincent Price,en
271,Q192933,hermeticism,en
272,Q76906,Dieter Bohlen,en
273,Q1202,Saxony,en
274,Q157417,Robinia pseudoacacia,en
275,Q83500,intelligence,en
276,Q279539,1955 in film,en
277,Q695863,Brick Gothic,en
278,Q58929,castration,en
279,Q207822,packaging and labeling,en
280,Q4916,euro,en
281,Q210152,2009 European Parliament election,en
282,Q489685,Günzburg,en
283,Q210607,2nd Infantry Division,en
284,Q1025,Mauritania,en
285,Q10544,Munich,en
286,Q5813,Canary Islands,en
287,Q1123855,contemplation,en
288,Q220886,swimming at the 2004 Summer Olympics,en
289,Q6932,1725,en
290,Q189836,82nd Academy Awards,en
291,Q1329801,Sacred Military Constantinian Order of Saint George,en
292,Q6309,1524,en
293,Q25344,Swiss franc,en
294,Q207875,Mozart's Requiem,en
295,Q2265,January 18,en
296,Q185301,history of Egypt,en
297,Q150665,"Charles VI, Holy Roman Emperor",en
298,Q168565,ghost station,en
299,Q2584026,1924 in music,en
300,Q660702,Further Austria,en
301,Q1091652,1996 in sports,en
302,Q483020,Paris Saint-Germain F.C.,en
303,Q651624,Communes of the Seine-et-Marne department,en
304,Q490,Milan,en
305,Q5090,rice,en
306,Q170155,Red Orchestra,en
307,Q179023,French colonial empire,en
308,Q76819,Christoph Waltz,en
309,Q381,Ubuntu,en
310,Q140335,Ukraine at the 2008 Summer Olympics,en
311,Q524,Mount Vesuvius,en
312,Q2821,August 23,en
313,Q276953,television in Germany,en
314,Q471043,history of aviation,en
315,Q26395,fire salamander,en
316,Q188844,volunteering,en
317,Q2506,April 6,en
318,Q459435,mockumentary,en
319,Q857001,67th Academy Awards,en
320,Q2766,iPhone,en
321,Q7633,1844,en
322,Q697300,Wien Hauptbahnhof,en
323,Q24846,Juist,en
324,Q519608,classification yard,en
325,Q64645,Matthias Schweighöfer,en
326,Q131160,political correctness,en
327,Q737051,National Medal of Science,en
328,Q57358,Hans Pfitzner,en
329,Q1463237,Račak massacre,en
330,Q22649,antisemitism,en
331,Q860746,modern philosophy,en
332,Q656982,Bad Cannstatt,en
333,Q71361,Franz-Peter Tebartz-van Elst,en
334,Q9418,psychology,en
335,Q2313,February 2,en
336,Q858637,Big Brother Awards,en
337,Q379300,Giovanni Segantini,en
338,Q152788,Emil Nolde,en
339,Q633998,France at the 2004 Summer Olympics,en
340,Q185362,Saint Catherine Monastery,en
341,Q41866,Justinian I,en
342,Q11658,transformer,en
343,Q193643,Pittsburgh Penguins,en
344,Q2721,July 24,en
345,Q99697,U2,en
346,Q7894,Schwalm-Eder-Kreis,en
347,Q1420351,ISU-152,en
348,Q257859,Cham,en
349,Q9598,Taoism,en
350,Q35865,inflation,en
351,Q6957,1730,en
352,Q182740,Serbia national football team,en
353,Q23780914,Avengers: Infinity War,en
354,Q1874,Odessa,en
355,Q2479,1975,en
356,Q49755,Liberal Democratic Party of Germany,en
357,Q22720,Speyer Cathedral,en
358,Q497183,Oscar Pettiford,en
359,Q241317,computing platform,en
360,Q157332,German Aerospace Center,en
361,Q184508,Great Grey Shrike,en
362,Q494627,Ruhla,en
363,Q163132,Akron,en
364,Q1973,British Columbia,en
365,Q25497,Bovidae,en
366,Q151838,Axel Witsel,en
367,Q157627,Battle of the Atlantic,en
368,Q184753,wound,en
369,Q1814406,2014 IAAF World Indoor Championships,en
370,Q669701,politics of Italy,en
371,Q40477,Slavs,en
372,Q2157,1919,en
373,Q39018,emperor,en
374,Q153364,White Rose,en
375,Q269667,Rheinfelden,en
376,Q99,California,en
377,Q62742,Akif Pirinçci,en
378,Q2730,July 18,en
379,Q10420,Neustadt an der Waldnaab,en
380,Q1344,opera,en
381,Q2696109,history of Israel,en
382,Q174019,Béziers,en
383,Q2529789,Screen Actors Guild Award for Outstanding Performance by an Ensemble in a Comedy Series,en
384,Q19697,Motörhead,en
385,Q2973,Darmstadt,en
386,Q661260,Poysdorf,en
387,Q233256,Tatiana Golovin,en
388,Q2811047,1905 in music,en
389,Q704327,1968–69 Fußball-Bundesliga,en
390,Q151545,Wartburg,en
391,Q695825,ERC Ingolstadt,en
392,Q651634,Communes of the Sarthe department,en
393,Q151120,Charles the Bold,en
394,Q734,Guyana,en
395,Q20165,Nissan,en
396,Q156768,Löbau,en
397,Q705157,Nazi propaganda,en
398,Q15920546,annexation of Crimea by the Russian Federation,en
399,Q172,Toronto,en
400,Q107432,Charles Mingus,en
401,Q72,Zürich,en
402,Q853854,clock tower,en
403,Q13498,Taranto,en
404,Q3375,Zugspitze,en
405,Q4115712,Kaunas,en
406,Q11469,glass,en
407,Q34505,hippopotamus,en
408,Q2811080,1907 in music,en
409,Q34636,Art Nouveau,en
410,Q49110,Boston University,en
411,Q170649,Utah Jazz,en
412,Q2266,January 19,en
413,Q9688,Berlin-Tegel Airport,en
414,Q12908,George Soros,en
415,Q266230,Oberstdorf,en
416,Q43963,Jack the Ripper,en
417,Q33761,Arab Spring,en
418,Q318538,Communes of the Côtes-d'Armor department,en
419,Q11473,thermodynamics,en
420,Q4580,prehistoric pile dwellings around the Alps,en
421,Q192039,Don Giovanni,en
422,Q627767,Schöneiche bei Berlin,en
423,Q532736,ICE 3,en
424,Q326636,Communes of the Bas-Rhin department,en
425,Q577011,Albert,en
426,Q6996,1738,en
427,Q2520,April 17,en
428,Q704124,Bavarian Forest National Park,en
429,Q161790,Asperger syndrome,en
430,Q623370,Communes of the Haute-Loire department,en
431,Q37333,Lublin,en
432,Q465283,Russian Navy,en
433,Q161179,pigment,en
434,Q18782,1931,en
435,Q2168,January 4,en
436,Q579878,athletics at the 1956 Summer Olympics,en
437,Q829965,The Beatles discography,en
438,Q6884,1715,en
439,Q42053,Isfahan,en
440,Q32530,Lusatia,en
441,Q54381,Atlantis,en
442,Q434895,list of teams and cyclists in the 2012 Tour de France,en
443,Q25411,Helsingborg,en
444,Q2621,June 8,en
445,Q127134,Aloe,en
446,Q6789,St. Wendel,en
447,Q4174,Emden,en
448,Q467049,Communes of the Pyrénées-Atlantiques department,en
449,Q10424,Cham,en
450,Q209114,1st Special Forces Operational Detachment-Delta (SFOD-D),en
451,Q7307,kiss,en
452,Q666479,Basel Minster,en
453,Q478768,2010 European Men's Handball Championship,en
454,Q45662,Klemens von Metternich,en
455,Q150,French,en
456,Q719312,Gossypium,en
457,Q169661,Detroit Pistons,en
458,Q11634,art of sculpture,en
459,Q750458,capital market,en
460,Q34990,Torah,en
461,Q844054,tram-train,en
462,Q2427221,1943 in music,en
463,Q6288,1521,en
464,Q62927,digital camera,en
465,Q753355,1978 in film,en
466,Q56004,Corvey,en
467,Q424,Cambodia,en
468,Q633849,Silesian Beskids,en
469,Q25906338,2016 Turkish coup d'état attempt,en
470,Q122422,Squamata,en
471,Q427385,Waidhofen an der Ybbs,en
472,Q130805,George I of Great Britain,en
473,Q699313,Thomanerchor,en
474,Q1422525,Katavi National Park,en
475,Q3918,university,en
476,Q144825,Kiel Canal,en
477,Q4100,Baden-Baden,en
478,Q16152058,2014–15 KHL season,en
479,Q43142,lichen,en
480,Q10474,Kelheim,en
481,Q11701,United States House of Representatives,en
482,Q15267652,2014 FIFA World Cup knockout stage,en
483,Q5272,1952,en
484,Q176371,PFC CSKA Moscow,en
485,Q2659,June 29,en
486,Q2132,Victoria,en
487,Q1187416,Chicago Fire,en
488,Q159318,Moravian Church,en
489,Q274354,Flossenbürg concentration camp,en
490,Q704077,1965–66 Fußball-Bundesliga,en
491,Q14949671,2016 UCI Road World Championships,en
492,Q3898,Castrop-Rauxel,en
493,Q238,San Marino,en
494,Q938185,rationality,en
495,Q678522,universal basic income,en
496,Q849021,Branković dynasty,en
497,Q36204,2011 Tōhoku earthquake and tsunami,en
498,Q1899,Kyiv,en
499,Q105853,Karlsruher SC,en
500,Q151060,Napoleonic Code,en
501,Q35625,Zingiber officinale,en
502,Q204181,University of Tartu,en
503,Q71275,Spencer Tracy,en
504,Q49575,Dizzy Gillespie,en
505,Q108458,meditation,en
506,Q326704,FIFA,en
507,Q467410,biofilm,en
508,Q4204,Black Forest,en
509,Q152136,Germania Inferior,en
510,Q16362506,Lithuanian Crusade,en
511,Q35831,sleep,en
512,Q76606,Carl Bosch,en
513,Q11869,William Henry Harrison,en
514,Q142980,Germany at the 2004 Summer Olympics,en
515,Q6208,1515,en
516,Q1243,Veneto,en
517,Q11663,weather,en
518,Q422761,metamizole sodium,en
519,Q77325,Arno Schmidt,en
520,Q8525,Göppingen,en
521,Q1510106,2011 NHL Entry Draft,en
522,Q502255,Communes of the Meuse department,en
523,Q44248,Jerome,en
524,Q160556,Berlin Brandenburg Airport,en
525,Q754,Trinidad and Tobago,en
526,Q76528,Horst Mahler,en
527,Q267149,list of The Simpsons characters,en
528,Q44620,Franz Josef Strauß,en
529,Q162990,Cleveland Cavaliers,en
530,Q2286,January 29,en
531,Q76956,Rudolph I of Germany,en
532,Q1718,Düsseldorf,en
533,Q374674,Ignác Goldziher,en
534,Q170737,long jump,en
535,Q131330,Schönbrunn Palace,en
536,Q77288,Ehrenfried Walther von Tschirnhaus,en
537,Q260186,Perg,en
538,Q40026,Sylvester Stallone,en
539,Q219635,BlackRock,en
540,Q57601,Roland Freisler,en
541,Q27932789,21st Satellite Awards,en
542,Q418,telecommunication,en
543,Q154401,Slovak State (1939-1945),en
544,Q1295,Dortmund,en
545,Q156968,Panzerhaubitze 2000,en
546,Q7709,1777,en
547,Q156807,Chelidonium majus,en
548,Q17374096,Malaysia Airlines Flight 17,en
549,Q17210,container ship,en
550,Q119716,geography of Europe,en
551,Q157575,University of Strasbourg,en
552,Q160120,Huawei,en
553,Q33296,Mughal Empire,en
554,Q35160,Odyssey,en
555,Q2274076,sloth,en
556,Q146717,Japan at the 2012 Summer Olympics,en
557,Q36380,Society of Jesus,en
558,Q10555,Upper Palatinate,en
559,Q104212,Humulus lupulus,en
560,Q240673,cost,en
561,Q157121,Conrad I of Germany,en
562,Q154504,Siegfried Line,en
563,Q23689683,2018 UCI Road World Championships,en
564,Q69126,Möhlin,en
565,Q1071580,wild man,en
566,Q395,mathematics,en
567,Q2544,May 1,en
568,Q5443,Greta Garbo,en
569,Q11607,"Jon Huntsman, Jr.",en
570,Q3075,Fürth,en
571,Q42534,Indus Valley Civilisation,en
572,Q2394,March 7,en
573,Q537214,Prenzlau,en
574,Q2493193,1935 in music,en
575,Q43067,Heinrich Himmler,en
576,Q161247,Auguste Viktoria of Schleswig-Holstein,en
577,Q7169,conservatism,en
578,Q83160,Prometheus,en
579,Q14835,Bautzen,en
580,Q36117,Borneo,en
581,Q485002,2011–12 UEFA Champions League,en
582,Q53099,hyrax,en
583,Q12004,Quercus,en
584,Q79815,Mulhouse,en
585,Q76325,Philipp Melanchthon,en
586,Q134958,Taras Shevchenko,en
587,Q64418,artillery,en
588,Q561334,Prince-Bishopric of Bamberg,en
589,Q170682,Gaza War,en
590,Q42982,allergy,en
591,Q924339,61st Academy Awards,en
592,Q157180,Alchemilla,en
593,Q188047,Coat of arms of Lithuania,en
594,Q848097,1928 in film,en
595,Q654179,Communes of the Savoie department,en
596,Q127429,Allianz Arena,en
597,Q20456,Dances with Wolves,en
598,Q7622,1841,en
599,Q1028,Morocco,en
600,Q393686,Academy Award for Best Visual Effects,en
601,Q1142,Alsace,en
602,Q682135,House of Dampierre,en
603,Q13417189,Interstellar,en
604,Q208460,Nineteen Eighty-Four,en
605,Q61353,Karl Theodor von Dalberg,en
606,Q1872,americium,en
607,Q23413,castle,en
608,Q818557,observational astronomy,en
609,Q310695,Technische Universität Darmstadt,en
610,Q646988,ancient astronaut hypothesis,en
611,Q1757301,submarine warfare,en
612,Q845625,history of Paris,en
613,Q83172,Russian Academy of Sciences,en
614,Q289165,1950 in sports,en
615,Q264731,1942 in film,en
616,Q2816,August 29,en
617,Q660428,Mistelbach,en
618,Q44475296,71st British Academy Film Awards,en
619,Q48705,César Award for Most Promising Actor,en
620,Q25107,power,en
621,Q134479,Croatia national association football team,en
622,Q198,war,en
623,Q668341,Cathedral of Magdeburg,en
624,Q123118,Raymond Kopa,en
625,Q2971,Paderborn,en
626,Q2354681,1956 in music,en
627,Q3257270,Discworld books,en
628,Q130969,Philip IV of France,en
629,Q726480,Calder Memorial Trophy,en
630,Q153006,Freie Universität Berlin,en
631,Q1128609,Spiel des Jahres,en
632,Q546,Trieste,en
633,Q165704,high jump,en
634,Q7839,1892,en
635,Q6173,Dahme-Spreewald District,en
636,Q1479,Bordeaux,en
637,Q29182,bishop,en
638,Q329891,nuclear program of Iran,en
639,Q722599,Rhapsody in Blue,en
640,Q152772,2009 World Championships in Athletics,en
641,Q143140,Freistadt,en
642,Q846933,renaissance humanism,en
643,Q34628,Gotthold Ephraim Lessing,en
644,Q142472,Käthe Kollwitz,en
645,Q262733,Württemberg-Hohenzollern,en
646,Q176,Quebec,en
647,Q1218,Jerusalem,en
648,Q57285,Wilhelm Furtwängler,en
649,Q730238,James Wade,en
650,Q890794,hydraulic fracturing,en
651,Q239618,Communes of the Alpes-Maritimes department,en
652,Q172803,GNK Dinamo Zagreb,en
653,Q154053,Eintracht Braunschweig,en
654,Q467635,multiple myeloma,en
655,Q15326,alcoholism,en
656,Q1409226,Weber,en
657,Q699599,St. Johann in Tirol,en
658,Q2889,September 22,en
659,Q282142,glioblastoma,en
660,Q819391,DEFA,en
661,Q7619,1840,en
662,Q5891,philosophy,en
663,Q16958968,2017 UCI Road World Championships,en
664,Q18072557,Sweden at the 2016 Summer Olympics,en
665,Q44893,"Rupprecht, Crown Prince of Bavaria",en
666,Q16399,thyroid gland,en
667,Q82500,St. Pölten,en
668,Q379111,St Matthew Passion,en
669,Q329838,Crisis of the Third Century,en
670,Q2262885,Sebastian Kurz,en
671,Q7386,Formicidae,en
672,Q485395,gothic rock,en
673,Q17205,aircraft carrier,en
674,Q8646,Hong Kong,en
675,Q153469,Krzysztof Penderecki,en
676,Q2533,April 27,en
677,Q348497,Ilya Ehrenburg,en
678,Q329547,motion of no confidence,en
679,Q435300,Francesco Patrizi,en
680,Q174873,cantata,en
681,Q680727,Migros,en
682,Q75784,Ferdinand Lassall,en
683,Q3232,Schwetzingen,en
684,Q189280,democratic socialism,en
685,Q705479,1966–67 Fußball-Bundesliga,en
686,Q7712,1866,en
687,Q55648452,non-fungible token,en
688,Q14950,Sinsheim,en
689,Q215063,history of Lithuania,en
690,Q187668,emigration,en
691,Q189603,public health,en
692,Q172964,goalkeeper,en
693,Q1054271,steam car,en
694,Q4011,Wesel,en
695,Q389688,Achaemenid Empire,en
696,Q163780,Slovak National Uprising,en
697,Q5187,Chechen Republic,en
698,Q64797,Gerhard von Rad,en
699,Q2084,1915,en
700,Q860090,19th Screen Actors Guild Awards,en
701,Q11732933,2013–14 KHL season,en
702,Q11938,PSV Eindhoven,en
703,Q79965,Golden Horde,en
704,Q706042,Prussian Army,en
705,Q6993,1737,en
706,Q857461,Caldwell catalogue,en
707,Q36146,Ficus carica,en
708,Q1731,Dresden,en
709,Q8901,European Central Bank,en
710,Q3630,Jakarta,en
711,Q6475,Airbus A320 family,en
712,Q41207,coin,en
713,Q173941,Electronic Arts,en
714,Q23390,deer,en
715,Q43173,Inquisition,en
716,Q156858,Struga,en
717,Q43375,Eurasian Lynx,en
718,Q2858086,Apache OpenOffice,en
719,Q152220,Kurdistan Workers' Party,en
720,Q726,horse,en
721,Q162145,Neoplatonism,en
722,Q83071,Downton Abbey,en
723,Q18537,biomass,en
724,Q698048,County of Isenburg,en
725,Q422662,indigo,en
726,Q2120388,Assistant at the Pontifical Throne,en
727,Q160445,Saint Boniface,en
728,Q12140,medication,en
729,Q157596,Bayreuth Festival,en
730,Q83055,Operation Barbarossa,en
731,Q973413,Gary Anderson,en
732,Q37156,IBM,en
733,Q122962941,Q122962941,en
734,Q164745,Mohammed Amin al-Husseini,en
735,Q25419,Escherichia coli,en
736,Q549379,GSM-R,en
737,Q7104,Baron d'Holbach,en
738,Q157682,uprising of 1953 in East Germany,en
739,Q56036,West Berlin,en
740,Q498259,list of tallest towers in the world,en
741,Q621596,Cthulhu Mythos,en
742,Q189,Iceland,en
743,Q153048,Constantin Brâncuși,en
744,Q9018,Bundesautobahn 7,en
745,Q7773,1877,en
746,Q161092,Vladimir Kramnik,en
747,Q122069,roe deer,en
748,Q219423,mural,en
749,Q214956,Znojmo,en
750,Q583485,Schwaz,en
751,Q220347,WTA Finals,en
752,Q505504,Titisee-Neustadt,en
753,Q37068,Romanticism,en
754,Q336250,Lienz,en
755,Q11736,Tianjin,en
756,Q2089,1998,en
757,Q72941682,tattoo,en
758,Q248499,Zürcher Oberland,en
759,Q849175,Danish literature,en
760,Q548,Vistula,en
761,Q124617,Georgy Zhukov,en
762,Q154573,Eastern Front,en
763,Q1527264,income,en
764,Q1201919,list of fungal orders,en
765,Q754020,1969 in film,en
766,Q9384,testicle,en
767,Q224,Croatia,en
768,Q112015,Town Musicians of Bremen,en
769,Q753304,1995 in film,en
770,Q1425,Trajan,en
771,Q1332219,Persian carpet,en
772,Q267596,ancient Greek temple,en
773,Q727781,music of Latin America,en
774,Q57574,Henning von Tresckow,en
775,Q394441,Q394441,en
776,Q729577,Italy in the Eurovision Song Contest,en
777,Q381077,Gottfried Helnwein,en
778,Q464752,Dresden Academy of Fine Arts,en
779,Q900424,César Award for Best Supporting Actor,en
780,Q896841,list of railway stations in the Berlin area,en
781,Q31732,nativity scene,en
782,Q124354,Bauhaus,en
783,Q65103,Jakob Fugger,en
784,Q155223,National Basketball Association,en
785,Q6307,Bad Gottleuba-Berggießhübel,en
786,Q584473,Elsterwerda,en
787,Q101959,Borussia Mönchengladbach,en
788,Q5870,Freital,en
789,Q160311,Henry III of England,en
790,Q6601331,list of Ukrainian-language writers,en
791,Q44167,engine,en
792,Q11933,Canton of Zug,en
793,Q5283,diamond,en
794,Q828750,Diet of Augsburg,en
795,Q2239218,Max Verstappen,en
796,Q326359,Palatinate,en
797,Q20022969,88th Academy Awards,en
798,Q544,Solar System,en
799,Q146351,Liberec,en
800,Q244604,Minority Report,en
801,Q14887,Neumarkt in der Oberpfalz,en
802,Q380170,energy conservation,en
803,Q69108,Christiane Paul,en
804,Q1644573,pilgrimage,en
805,Q60982681,2021–2022 Biathlon World Cup,en
806,Q737,rhenium,en
807,Q2861,Rostock,en
808,Q4186,Harz,en
809,Q2261,January 16,en
810,Q154124,geography of Germany,en
811,Q2542,Horst Köhler,en
812,Q671188,tilting train,en
813,Q165153,Neusalza-Spremberg,en
814,Q275013,Austen Henry Layard,en
815,Q527934,history of the Jews in Austria,en
816,Q105304,Academy Award for Best Foreign Language Film,en
817,Q158276,AEG,en
818,Q495299,Galatasaray S.K.,en
819,Q30263,Pinnipedia,en
820,Q5152,Mustafa Kemal Atatürk,en
