147,Q18556754,colonic disease
148,Q5116872,Church of England parish church
149,Q859170,color scheme
150,Q236036,republic of the Soviet Union
151,Q184781,traditional animation
152,Q15630849,village of Bulgaria
153,Q486975,medical implant
154,Q1384616,explosive weapon
155,Q4056396,Sub-provincial autonomous prefecture
156,Q25530138,yuan
157,Q21973549,chemical warfare agents
158,Q63099748,hotel building
159,Q816063,Bell number
160,Q1194674,computer-assisted language learning
161,Q11267647,Japanese House of Councillors election
162,Q131714,archetype
163,Q327245,team
164,Q2579210,Official Opposition Shadow Cabinet
165,Q27167119,"(1S,3R,4R,5R)-3-[3-(3,4-dihydroxyphenyl)-1-oxoprop-2-enoxy]-1,4,5-trihydroxy-1-cyclohexanecarboxylic acid"
166,Q13406554,sports competition
167,Q620615,mobile app
168,Q94173516,anthropomorphic amphibian
169,Q11499981,Q11499981
170,Q1057,metabolism
171,Q1935049,military school
172,Q1744559,classification in sports
173,Q2491498,pop group
174,Q2670999,investment strategy
175,Q811930,construction business
176,Q98433835,suburb/locality of Tasmania
177,Q947873,television presenter
178,Q63046488,mythical ethnic group
179,Q4117161,phonological change
180,Q15846908,Q15846908
181,Q47452596,Special forces battalion
182,Q27122242,(±)-penicillamine
183,Q797765,inclined tower
184,Q8880,European Commission
185,Q3455196,French infantry regiment
186,Q1335652,airport railway station
187,Q182940,dessert
188,Q26807495,district of the French Southern and Antarctic Lands
189,Q205647,driver's license
190,Q5155294,compact Riemann surface
191,Q34760007,mythological ship
192,Q13360264,pie
193,Q6540832,liberal arts college in the United States
194,Q4671286,academic major
195,Q15700808,urban unit definition
196,Q87719492,COVID-19 vaccine
197,Q3192808,commune of Madagascar
198,Q66711852,Wikimedia list of ships
199,Q1901835,seat of government
200,Q11499011,Broadcaster
201,Q2658935,beauty contest
202,Q106576055,linguistic term
203,Q109583240,biogenic chromone
204,Q81935689,gramophone record format
205,Q573952,lazy evaluation
206,Q190156,carotene
207,Q772636,cryptid
208,Q336181,variety show
209,Q104666804,rail transport by country or region
210,Q1791899,cultural magazine
211,Q3683633,color
212,Q1185865,Democratic National Convention
213,Q62819448,defunct association football competition
214,Q1824109,song form
215,Q3001152,movement in cinema
216,Q63344712,geometric property
217,Q19307174,digital distribution platform
218,Q34627,synagogue
219,Q20970434,width to height aspect ratio
220,Q1221156,state of Germany
221,Q101052547,2.PT
222,Q27166314,"7-{4-[anilino(oxo)methyl]-2-(4-fluorophenyl)-3-phenyl-5-propan-2-yl-1-pyrrolyl}-3,5-dihydroxyheptanoic acid"
223,Q4392985,religious identity
224,Q2293691,Auto clicker
225,Q4654172,ASEAN Heritage Park
226,Q1690563,FIDE title
227,Q47543030,regeneration of The Doctor
228,Q245282,essential amino acid
229,Q11418781,Q11418781
230,Q13405082,stock market bubble
231,Q417379,post-transcriptional modification
232,Q193560,district of Israel
233,Q49094509,Q49094509
234,Q2401749,telecommunication company
235,Q20819922,opera company
236,Q15104814,land boundary
237,Q18669875,incident
238,Q34493,motorcycle
239,Q3918374,scientific technique
240,Q19020,Academy Awards
241,Q22011935,fictional gorilla
242,Q69883,urban planning
243,Q66475652,banned work
244,Q23585486,prefix
245,Q10566551,safety
246,Q215210,dietary fiber
247,Q281643,musical trio
248,Q106520,hydride
249,Q1776764,județ
250,Q17537576,creative work
251,Q3622002,geographical area
252,Q28947902,cranium
253,Q28640,profession
254,Q682496,systems engineering
255,Q1377943,ocean bank
256,Q1449648,tabloid
257,Q21191682,ООО
258,Q15221310,second-class city
259,Q11452091,Kanshi
260,Q327541,arson
261,Q21522908,Wikidata instance class
262,Q104179424,national ice hockey team
263,Q18608569,lower house of U.S. state legislature
264,Q56291528,state order
265,Q155930,maritime transport
266,Q45355603,aminoglycoside antibiotic
267,Q2000718,apologia
268,Q4313794,populated place in Georgia
269,Q71784320,chlorine oxoanion
270,Q7354800,rock concert
271,Q94730503,riding of Yorkshire
272,Q901227,natural product
273,Q278379,a priori language
274,Q22343540,set of characters
275,Q12056846,national seal
276,Q812880,cube
277,Q497173,oxoacid
278,Q229371,3D computer graphics software
279,Q7920194,venous plexus
280,Q80793969,ranked list
281,Q42014143,biomedical measurand type
282,Q1462047,vilayet of the Ottoman Empire
283,Q50053,binary star
284,Q1097949,literary language
285,Q104251,county of Albania
286,Q15627509,military organization
287,Q28869589,Spanish association
288,Q1582085,knowledge extraction
289,Q526334,union catalog
290,Q5589761,governorate of the Spanish Empire
291,Q21550639,geometric concept
292,Q241317,computing platform
293,Q1668347,marshalling
294,Q190429,depression
295,Q21286738,None
296,Q4259749,Forestry District
297,Q3497114,Stardust Awards
298,Q326894,Henology
299,Q55341040,video game database
300,Q24698,region of the Philippines
301,Q19855165,rural school
302,Q19323827,mahavihara
303,Q1778613,oxocarbon
304,Q3408368,form of address in the United Kingdom
305,Q1660312,major label
306,Q3586951,Quebec general election
307,Q26654367,former county
308,Q165116,grand duchy
309,Q22087155,end cause
310,Q15623448,department of the Duchy of Warsaw
311,Q81672,attempted murder
312,Q203609,dōjō
313,Q3393392,highest point
314,Q459409,hate crime
315,Q752404,Buddhist councils
316,Q853614,identifier
317,Q123480,landlocked country
318,Q240795,tag editor
319,Q11992872,useful plant
320,Q47509284,assembly plant
321,Q39911,decade
322,Q1414729,cinema film format
323,Q928667,orbiter
324,Q6138528,political coalition
325,Q865746,metric function
326,Q250858,pluricentric language
327,Q11755880,residential building
328,Q210588,umbrella term
329,Q1584378,measuring equipment
330,Q391009,Catholic order
331,Q11497869,Sansukumi-ken
332,Q2737176,intraplate earthquake
333,Q17489659,group of works
334,Q55524005,dianion
335,Q55662747,pair of enantiomers
336,Q226008,Japanese idol
337,Q15221370,third-class city
338,Q29982117,musical instrument model
339,Q105370186,tourism region of Slovakia
340,Q18713194,fictional toad
341,Q1423543,animal fats and oils
342,Q43059,drought
343,Q1315658,technical testing organization
344,Q2534228,obsolete unit of length
345,Q71076284,award for best editing
346,Q1533036,animal sanctuary
347,Q1512368,indefinite legal concept
348,Q118335,Hoftag
349,Q1057214,private military company
350,Q3030189,farewell speech
351,Q88106529,fictional spacecraft manufacturer
352,Q590428,affiliated companies
353,Q189447,risk management
354,Q3445707,tax policy
355,Q589481,Olympic Stadium
356,Q73504838,Teenage Mutant Ninja Turtles film
357,Q28100020,pork dish
358,Q7310094,reign
359,Q91312,tower house
360,Q273182,gold rush
361,Q2297310,dry port
362,Q1076426,uxoricide
363,Q917146,moshav
364,Q672070,photographic studio
365,Q740464,legal act
366,Q19776628,Latin-script letter
367,Q1299477,aerostat
368,Q35054,post office
369,Q2260567,medical scale
370,Q55118684,cancelled sports event
371,Q4481741,Federal ministry (Russian Federation)
372,Q40588755,tank memorial
373,Q12791,sword
374,Q30047053,web archive
375,Q1141470,double act
376,Q3003153,hook
377,Q13184,berry
378,Q28845870,biological component
379,Q15706549,magnetic ordering
380,Q18043413,supermarket chain
381,Q3889692,college of music
382,Q63860191,IndyCar race
383,Q177413,demon
384,Q17199338,fictional continent
385,Q2738432,Hola
386,Q925667,computer simulation
387,Q184613,grenade launcher
388,Q473932,roll-on/roll-off ship
389,Q11292,coral reef
390,Q2974105,digital circuit
391,Q23702033,category in the Köppen climate classification system
392,Q86850,film gauge
393,Q3394670,pricing strategy
394,Q1078334,low-floor bus
395,Q2845171,mechanical–electrical analogy
396,Q1961493,gildhouse
397,Q1775834,Quorum of the Twelve
398,Q53582403,sheep disease
399,Q8047,enzyme
400,Q28042933,state historic site in the United States
401,Q107343779,group type
402,Q1485500,tangible good
403,Q18451091,icosagonal number
404,Q20744362,New York Film Critics Circle Awards
405,Q224747,Civil Services of India
406,Q186657,chance seedling
407,Q60797,sermon
408,Q18511725,market town
409,Q1229765,watercraft
410,Q9380064,expression (logic)
411,Q873512,psychological test
412,Q324926,fibula
413,Q131668,acropolis
414,Q178059,paraphilia
415,Q42195,petroglyph
416,Q28843519,general anatomical term
417,Q49892,presidential system
418,Q1078765,train wreck
419,Q157811,virtue
420,Q108130059,field command
421,Q11315,shopping center
422,Q337912,pilgrims' way
423,Q32178211,music organization
424,Q1778118,volcano observatory
425,Q6460735,meal
426,Q6589202,interior ministry
427,Q21032622,space grant institution
428,Q814383,pair of terms
429,Q96474687,award for best film
430,Q97073555,Q97073555
431,Q1437937,permissive free software license
432,Q1641112,social formation
433,Q2519340,administrative building
434,Q41520,Wimbledon Championships
435,Q512187,federal republic
436,Q751708,village in the United States
437,Q1168287,intervention
438,Q3146899,diocese of the Catholic Church
439,Q59239175,rugby league governing body
440,Q62722214,branch of genetics
441,Q4502119,art group
442,Q15222637,unit of speed
443,Q901597,public holidays in Canada
444,Q87196290,chemistry term
445,Q587144,census town
446,Q389888,quintet
447,Q561431,Bundesstraße
448,Q1153767,platform as a service
449,Q63434663,amino fatty acids
450,Q15899789,principal organ of the United Nations
451,Q610398,system on a chip
452,Q281644,arts association
453,Q20225034,unfinished novel
454,Q11042,culture
455,Q19856468,integer-valued function
456,Q565744,Landeskirche
457,Q20086263,Game of Thrones character
458,Q35120,entity
459,Q537460,tool steel
460,Q145205,resin
461,Q2002016,fastener
462,Q312466,utility software
463,Q1049358,railway gun
464,Q63349598,women's national handball team
465,Q4251375,Japanese regional cuisine
466,Q2122052,qualification
467,Q17525407,tsade
468,Q29469577,LGBT historic place
469,Q17633149,government of Chile
470,Q17339814,group or class of chemical substances
471,Q4158552,transit police
472,Q95511324,artillery group
473,Q2446303,Lechites
474,Q2707384,side project
475,Q34763,peninsula
476,Q108935461,structure of research
477,Q5124642,civil decoration
478,Q232431,quantum number
479,Q2077983,cylindrical projection
480,Q1190172,isotope of yttrium
481,Q28841127,zone of bone organ
482,Q61889487,disability rights organization
483,Q2246055,Ancient Greek novel
484,Q1066288,figurine
485,Q1206972,condolences
486,Q9357058,physical theory
487,Q1115221,mores
488,Q746937,ISM Connect 300
489,Q5737,kurgan
490,Q1122452,Germanic paganism
491,Q187587,empire
492,Q4049983,cardinality
493,Q1345443,decipherment
494,Q1338798,United States executive order
495,Q25391,dune
496,Q1656682,event
497,Q1791627,cultural artifact
498,Q85635638,urban district of Bremen
499,Q11458630,shogun
500,Q9143,programming language
501,Q1505841,Bojangles' Southern 500
502,Q707482,gift
503,Q17769800,slave trader
504,Q56696697,carboxylic anhydride
505,Q1751513,game mechanics
506,Q23905069,military unit type class
507,Q16147981,royal chapel
508,Q180507,radiation therapy
509,Q15053464,fictional material
510,Q91197994,military unit designation
511,Q18603729,dissolution of an administrative territorial entity
512,Q23691,national anthem
513,Q318438,moon rock
514,Q13027888,baseball team
515,Q1201922,wreath
516,Q11471,time
517,Q10875128,ministry-owned university
518,Q34542827,international association football national teams competition
519,Q25894802,United Nations Conference resolution
520,Q47345468,tennis tournament edition
521,Q24668268,fictional mouse or rat
522,Q18325483,501(c)(4) organization
523,Q973861,factorial prime
524,Q180673,ceremonial county of England
525,Q21014462,cell line
526,Q28113351,inequality
527,Q12695,central government debt
528,Q2990635,composition C
529,Q499247,Scottish clan
530,Q90049510,elite unit
531,Q1441762,aspect ratio
532,Q1257444,film adaptation
533,Q9073584,increase
534,Q2533936,defect
535,Q34038,waterfall
536,Q15634554,state with limited recognition
537,Q74705706,pentitol
538,Q110013851,type of theatrical work
539,Q16262180,behavior therapy
540,Q33951,Milan – San Remo
541,Q1907476,mass-casualty incident
542,Q31085894,Q31085894
543,Q30234158,food safety organization
544,Q621993,literary class
545,Q1366112,drama television series
546,Q21655594,Japanese Combined Junior and Senior High School
547,Q488111,pornographic actor
548,Q23653,anthology series
549,Q11545360,shōsō
550,Q21079854,vernacular region
551,Q112110,emblem
552,Q12737077,occupation
553,Q3355496,Q3355496
554,Q3707571,giant
555,Q5255892,democratic republic
556,Q9248092,infantry division
557,Q1815926,effective rural municipality
558,Q83311,Persian Empire
559,Q19832712,historical administrative division
560,Q11436,aircraft
561,Q171318,kinship
562,Q1138815,desktop search
563,Q4651112,ADG Excellence in Production Design Awards
564,Q56088892,ministry of food
565,Q7959671,Wagonway
566,Q1351306,regional lockout
567,Q18697490,lamb dish
568,Q1788454,road junction
569,Q486902,mathematical model
570,Q756820,cult
571,Q7138926,parliament building
572,Q1383557,intra-word punctuation mark
573,Q97165154,Teruel motorcycle Grand Prix
574,Q3042529,royal prerogative
575,Q613417,use case
576,Q133156,colony
577,Q30880545,sinking
578,Q28333430,Northern Ireland general election
579,Q11441818,major earthquake disaster
580,Q1186981,supercarrier
581,Q15091377,cycling race
582,Q96377522,synagogue ruin
583,Q11783626,athletics meeting
584,Q1006160,gazetteer
585,Q1075106,state university system
586,Q16948788,ribosomal binding site
587,Q34698,adjective
588,Q1071523,comma
589,Q3774766,Itihasa
590,Q308495,abductive reasoning
591,Q38881042,symmetrical ether
592,Q66055,fraction
593,Q209465,campus
594,Q1156877,mondegreen
595,Q1392538,social class in ancient Rome
596,Q147538,soft drink
597,Q428830,main group
598,Q41581,alkane
599,Q64027602,healthcare by country or region
600,Q560361,draft document
601,Q55677,Keilbahnhof
602,Q83328,Turkic peoples
603,Q80786597,best seller book list
604,Q1128637,national symbol
605,Q28922854,non-structured programming language
606,Q9492,probability
607,Q860740,learning disability
608,Q3181383,San Diego Film Critics Society
609,Q8042351,Desert Diamond West Valley Phoenix Grand Prix
610,Q1151346,helium-4
611,Q19656546,fictional virus
612,Q15222032,Bias of an estimator
613,Q896375,Federal Ministry in Germany
614,Q16555121,historical forgery
615,Q5118086,church order
616,Q17062980,skewer
617,Q640506,cabinet
618,Q332102,paranormal phenomenon
619,Q108616731,element in Chinese astrology
620,Q194203,arrondissement of France
621,Q8514,desert
622,Q21050458,national biographical dictionary
623,Q7318358,review article
624,Q1829324,architecture award
625,Q2580825,public holidays in Greece
626,Q35825432,converter
627,Q6313217,time standard
628,Q1778235,territorial abbey
629,Q7574799,special city of South Korea
630,Q2719318,audio signal processing
631,Q6630211,list of national scenic areas in Taiwan
632,Q55564,lossy compression
633,Q220898,original video animation
634,Q28060424,chengyu
635,Q5156780,Compositing software
636,Q1454820,congregational mosque
637,Q9609,vein
638,Q1968122,National Red Cross and Red Crescent Society
639,Q23786,eye color
640,Q1378139,robotic spacecraft
641,Q60662890,DL-leucine
642,Q1319599,ice giant
643,Q27102882,DL-tyrosine
644,Q1112477,narrow-gauge railway
645,Q19364629,moving group
646,Q1263926,shinshūkyō
647,Q5058981,census in the United Kingdom
648,Q18918145,academic journal article
649,Q50969307,health food chain
650,Q50513,administrative territorial entity of Singapore
651,Q63315203,colloquial expression
652,Q917284,climbing plant
653,Q58339518,city in India
654,Q18325460,501(c)(6) organization
655,Q12624746,administrative city in South Korea
656,Q164240,megalith
657,Q98449544,None
658,Q35516,WrestleMania
659,Q811906,construction technique
660,Q23955632,Catholic organization
661,Q1333366,snap election
662,Q427287,wat
663,Q878130,stable isotope
664,Q732177,sacred vessel
665,Q5531853,F-16 Fighting Falcon model
666,Q26529,space probe
667,Q29154430,book of the Bible
668,Q206615,building material
669,Q17218816,Tomb of Emperor of Japan
670,Q7208,pathology
671,Q61016951,United States federal prison
672,Q61856863,urban district in Schleswig-Holstein
673,Q2914565,autonomous region of Portugal
674,Q57812611,captive mammal
675,Q28109769,Christian theological school
676,Q3273544,structural motif
677,Q2723958,influenza pandemic
678,Q6952971,NCAA Men's Basketball All-Americans
679,Q699,fairy tale
680,Q132539,rosary
681,Q2671652,medical test
682,Q1030329,viral video
683,Q33146,Bantu
684,Q590490,code name
685,Q105390172,Roman Catholic metropolitan archdiocese
686,Q1464916,declaration of independence
687,Q40640545,place of execution
688,Q2305862,social category
689,Q461070,gimmick
690,Q845913,Zerg
691,Q466704,surface-to-air missile
692,Q1172599,inlet
693,Q105537412,British Infantry Brigade
694,Q878062,Hindu mythology
695,Q586277,degree
696,Q7168699,peripheral bus
697,Q643669,generator
698,Q75054287,music by country or region
699,Q20203727,mythological object
700,Q11059241,Chinese script style
701,Q186619,argument
702,Q642946,gamebook
703,Q416997,peptide hormone
704,Q1136456,matricide
705,Q211450,closed city
706,Q68800046,industrial disaster
707,Q15217609,titular see
708,Q23413,castle
709,Q751191,Euro Car Segment
710,Q1865205,bar association
711,Q22022298,rock relief
712,Q217327,suicide attack
713,Q701632,municipal council
714,Q13219666,tennis tournament
715,Q2568288,ichnotaxon
716,Q20679883,psychological theory
717,Q2074737,municipality of Spain
718,Q93479232,military legion
719,Q475699,Way of St. James
720,Q43675388,road mountain pass
721,Q17624054,fictional deity
722,Q209295,philosophy of religion
723,Q47332426,airborne infantry battalion
724,Q2252429,protective sign
725,Q188460,natural resource
726,Q131299,SI prefix
727,Q406699,Toyota Owners 400
728,Q796174,site of community importance
729,Q262714,Mound Builders
730,Q3704243,ethnographic group
731,Q206287,quotation
732,Q640364,municipiu of Romania
733,Q576921,Chinese classics
734,Q3477381,automotive supplier
735,Q28654025,anatomical space
736,Q19833170,town of Portugal
737,Q379817,theme of the Byzantine Empire
738,Q191498,kashrut
739,Q188055,siege
740,Q18120378,measurement method
741,Q10398273,St John's Eve
742,Q12774,French formal garden
743,Q47481352,Lok Sabha constituency
744,Q21167233,Commons gallery
745,Q22721,Regierungsbezirk
746,Q5555733,degree of kinship
747,Q52905625,numismatic serie
748,Q1401550,public holiday in the Czech Republic
749,Q3497167,gravity dam
750,Q67421629,imperial rescript
751,Q500669,technical process
752,Q10742,autonomous community of Spain
753,Q814610,emergency service
754,Q319141,conjecture
755,Q329525,criminal charge
756,Q15836337,National Historical Park
757,Q3498533,natural gas-fired power station
758,Q36180,writer
759,Q27303706,anthropomorphic cat
760,Q12323,dam
761,Q14846918,district of Cambodia
762,Q51739,indigenous language of the Americas
763,Q15978675,higher doctorate
764,Q14947481,wierde
765,Q1455736,symmetry
766,Q107968,anion
767,Q961603,Jewish history
768,Q425196,neuraminidase inhibitor
769,Q395,mathematics
770,Q8027727,Wissenschaft
771,Q196113,camouflage
772,Q21608359,urban district of Vietnam
773,Q15141632,Thesaban Nakhon
774,Q830831,Beta Lyrae variable
775,Q10992055,fantasy novel
776,Q20741022,digital camera model
777,Q424204,transmembrane protein
778,Q36747,indigenous peoples of the Americas
779,Q96631984,"6,7-dimethoxy-3-(4-methoxy-6-methyl-7,8-dihydro-5H-[1,3]dioxolo[4,5-g]isoquinolin-5-yl)-3H-isobenzofuran-1-one"
780,Q839463,sprachbund
781,Q110396474,international auto racing colour
782,Q815741,geometric shape
783,Q64953083,car-free place
784,Q50301185,tennis tour with multiple editions
785,Q11901695,ancient county of Estonian region
786,Q827335,abstract data type
787,Q15092344,urban area in Norway
788,Q12029,addiction
789,Q99673569,airspace intrusion
790,Q46966,ice shelf
791,Q14562306,bas-relief
792,Q19841484,sack
793,Q1188648,primitive data type
794,Q1978365,nettle agent
795,Q55214844,medical procedure type
796,Q134768,cocktail
797,Q177646,subset
798,Q21005,threshold limit value
799,Q140686,chairperson
800,Q219875,zone of Ethiopia
801,Q6663274,Load/store architecture
802,Q15618781,wheeled vehicle
803,Q4456236,terrorist group
804,Q110266206,optional plan municipality of Pennsylvania
805,Q2919801,municipality of Luxembourg
806,Q4085712,unwritten language
807,Q109602853,grisan-type benzofuranoid
808,Q630638,preserved county of Wales
809,Q4491715,phonemic transcription
810,Q936518,aerospace manufacturer
811,Q47485959,noh play
812,Q19960510,series of prints
813,Q2198484,municipal district
814,Q1406904,Fernbahnhof
815,Q178564,nationalization
816,Q15229753,state forest of Wisconsin
817,Q1938208,legal institution
818,Q7516506,Silver age
819,Q51922230,unit of catalytic activity
820,Q182037,naiad
821,Q1449240,deep water port
822,Q11202642,commercial fishing
823,Q9174,religion
824,Q34023,tumulus
825,Q55754272,Cabinet Order
826,Q15078788,broadcasting
827,Q97814973,sports commission
828,Q2284929,health risk assessment
829,Q208708,autogyro
830,Q20965826,fictional rabbit or hare
831,Q10876480,Capital of Republic of China (Taiwan)
832,Q1137809,courthouse
833,Q1353169,artificial organ
834,Q1109069,ski jumping hill
835,Q2068748,Wedderburn–Etherington number
836,Q110009982,tramway
837,Q2751242,medical emergency
838,Q5770868,medieval city
839,Q4822779,Distributed database management system
840,Q7096284,web platform
841,Q2823273,weak acid
842,Q8274,manga
843,Q899763,protein primary structure
844,Q1136880,power of two
845,Q901552,iodophor
846,Q2116450,manor estate
847,Q17305127,fictional profession
848,Q28692623,general army
849,Q835023,poetics
850,Q19252952,associated company
851,Q50932406,tennis ranking
852,Q212828,Goya Awards
853,Q13393265,basketball team
854,Q186361,punishment
855,Q256020,inn
856,Q2741017,Fortress church
857,Q109473326,country in World War II
858,Q317548,resort town
859,Q13218357,city of California
860,Q1344695,province of Iran
861,Q11398,biological classification
862,Q4067597,combination company
863,Q1255108,drill commands
864,Q282144,Who's Who
865,Q104188376,fish liver oil
866,Q4370110,political party in the Russian Empire
867,Q80877,nuclear reactor
868,Q170409,functional group
869,Q1614849,United States district court
870,Q59163902,musical production
871,Q189533,academic degree
872,Q271669,landform
873,Q340169,media
874,Q96474603,award for best supporting actor
875,Q1780389,special municipality association of Germany
876,Q215328,excited state
877,Q18563360,Quranic character
878,Q18451098,icositetragonal number
879,Q1675084,Italian diaspora
880,Q1756006,UCI Continental Team
881,Q63539947,artistic concept
882,Q1353183,launch pad
883,Q29643579,multi-level marketing company
884,Q784878,Auto Club 400
885,Q816829,periodization
886,Q87415039,accrediting body
887,Q1852859,populated place in the Netherlands
888,Q5551929,Germanic religion
889,Q184806,biocoenosis
890,Q106644552,Hebrew script based alphabet
891,Q780008,solution concept
892,Q2399626,technopole
893,Q2373919,intentional community
894,Q1786016,Marian hymn
895,Q18653,encoding
896,Q110706912,Islamic organization
897,Q78129048,seismic intensity scale
898,Q28058114,data clustering algorithm
899,Q392928,geological period
900,Q11881845,city
901,Q1350697,National Film Awards
902,Q1081138,historic site
903,Q3508425,Q3508425
904,Q32098,sanction
905,Q1147751,finite difference method
906,Q205178,child prodigy
907,Q2379075,district of Pakistan
908,Q815410,inventory
909,Q30103545,smallpox epidemic
910,Q80466342,marine brigade
911,Q63952888,anime television series
912,Q110297858,contraceptive
913,Q6621940,local self-government
914,Q16463,lyceum
915,Q103843025,tissue type
916,Q3963243,social news website
917,Q1763828,multi-purpose hall
918,Q88976016,poker tournament series
919,Q1389604,unitary enterprise
920,Q202156,province of Ireland
921,Q18534542,restaurant chain
922,Q913252,Spanish motorcycle Grand Prix
923,Q23392,ice
924,Q1497584,cycle of poems
925,Q6832945,private company limited by shares
926,Q51576574,Mediterranean country
927,Q678345,prequel
928,Q2322432,Nagar Panchayat
929,Q6865459,minimum-gauge railway
930,Q7225533,poll aggregator
931,Q48743931,kohitsu
932,Q56731284,Act of the Parliament of Australia
933,Q13890,double star
934,Q1318578,appointment
935,Q105985,judiciary
936,Q106513115,silkworm
937,Q3457198,macroscopic quantum phenomena
938,Q728266,hall church
939,Q1916557,medical database
940,Q11820611,language subfamily
941,Q22231106,1.UWT
942,Q54285279,male singing voice
943,Q165044,greenhouse
944,Q621080,Library of Congress Classification
945,Q3311614,century leap year
946,Q28051899,vaccine candidate
947,Q7981903,Welsh Government sponsored body
948,Q11828862,clothing industry
949,Q933394,exclave
950,Q105839698,research satellite
951,Q84475169,game theory term
952,Q2651004,palazzo
953,Q464980,exhibition
954,Q72406516,Q72406516
955,Q66118879,half-blood
956,Q2875193,pyrrolidine
957,Q252021,villa rustica
958,Q106650966,survey research program
959,Q63440326,city of Oregon
960,Q109533484,linear tetrapyrrole
961,Q15847440,public security ministry
962,Q12883402,sheading
963,Q989220,Forward error correction
964,Q14748,table
965,Q332614,supervolcano
966,Q30124446,legislative building
967,Q261197,monologue
968,Q3961007,Q3961007
969,Q15831457,fictional felids
970,Q1632426,Hrimthurs
971,Q1313096,ministry of science
972,Q27477249,Chinese cuisine
973,Q6024226,metropolitan municipality
974,Q2177636,municipality of Denmark
975,Q672729,Islamic Republic
976,Q780294,human physical appearance
